position_x,position_y,velocity_x,velocity_y
0.0,0.0,0.0,0.0
4151.758450812658,-2436.988736060418,-0.12086118144627234,0.2667244989490485
4151.691935568718,-2436.957828082719,-1.7407927833405688,0.948740546341016
0.0,0.0,0.0,0.0
4151.8351119825975,-2437.099111388534,-1.8110407552500751,0.6008749245719398
0.0,0.0,0.0,0.0
4152.134250703841,-2437.093927669257,-0.3903732968146727,0.41288224305824506
0.0,0.0,0.0,0.0
4151.924462538737,-2436.9249821327708,-0.6061873627196754,1.0326193693038404
4151.859313310908,-2437.0125259969986,-0.966678511636316,0.8918493795367474
0.0,0.0,0.0,0.0
4151.779201022187,-2437.087050468452,-1.441491676867578,0.4309158361815373
0.0,0.0,0.0,0.0
4151.950717144477,-2436.940848031984,-0.8163200893572025,0.8240685502437396
4151.817084993811,-2436.978402627873,-1.0448126223110308,0.7984858678694744
0.0,0.0,0.0,0.0
4151.996305739587,-2437.162634138284,-0.2941998050048571,-0.08362762230534115
0.0,0.0,0.0,0.0
4152.2417954964385,-2437.1248051933726,1.1870554510412983,-0.34607822734320787
4152.103755154026,-2437.0672303128326,1.2248507886103353,-0.19691738997782304
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4151.983798268063,-2437.172450057021,0.6460427697459177,-0.5569070046000563
4152.207662141881,-2437.1339347807257,1.3026442709908002,-0.5663507594132492
0.0,0.0,0.0,0.0
4151.949351411049,-2437.0832707591403,0.3477548772018567,-0.3005255472178354
4152.017143736088,-2436.9778699558397,0.17183756148656637,0.3116562024838877
0.0,0.0,0.0,0.0
4152.136186158276,-2436.983866264497,0.5988312656044489,0.5669513456207262
0.0,0.0,0.0,0.0
4152.015020516515,-2437.1211886920973,0.2343579066497033,0.047655208416833905
4151.93553658421,-2437.2079954257592,-0.3134034959034357,-0.5966144598247666
0.0,0.0,0.0,0.0
4151.810966340243,-2437.1961681725884,-1.1292128249279054,-0.8313638074602876
0.0,0.0,0.0,0.0
4151.69301682732,-2437.308306819104,-1.9782336007082388,-1.389950105827629
0.0,0.0,0.0,0.0
4151.833580630009,-2437.3339060842436,-1.6363556989500754,-1.6776471544556948
4151.8578655812435,-2437.3518302817492,-1.2513657000191916,-1.7985982526475213
0.0,0.0,0.0,0.0
4152.138558451424,-2437.385282931583,0.2551444212528715,-1.8813175657477585
0.0,0.0,0.0,0.0
4152.004031196697,-2437.5035737457683,0.40582449503228113,-2.337308159032367
4151.846826710958,-2437.4847510015793,-0.2497002603142614,-2.3258286461869577
0.0,0.0,0.0,0.0
4206.932148439154,-2406.7153989952,238.94547108478775,131.6134410791991
0.0,0.0,0.0,0.0
4151.915055990258,-2437.419401814745,0.0,0.0
0.0,0.0,0.0,0.0
4151.211095843929,-2437.1347362742076,-7.337626294357394,2.9671698976664844
0.0,0.0,0.0,0.0
4151.951658316052,-2437.253852623161,-4.441139521568139,2.7307675808552156
4151.600362909032,-2437.288384515084,-4.276290289574996,2.290725776098597
0.0,0.0,0.0,0.0
4151.501874079369,-2437.514393333509,-4.392910312462031,0.8311915002456851
4151.416765344123,-2437.453659666468,-4.550987404971097,0.33455099610581696
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4151.471983319299,-2437.341278120748,-4.023763133889537,0.5576630176346249
4151.629855851268,-2437.438514004546,-2.811181598463401,0.22203024131731527
4151.934266308744,-2437.6595209821317,-0.5900976809664542,-0.9972794945808754
0.0,0.0,0.0,0.0
4151.883522544906,-2437.6928213520446,0.3192925835171885,-1.6920845366302226
0.0,0.0,0.0,0.0
4151.763191345441,-2437.6948988566132,0.1993069761224513,-1.9178636918388001
4151.70018141057,-2437.4908894384007,-0.1532825636779052,-1.002399131138504
0.0,0.0,0.0,0.0
4152.053965646712,-2437.6154854422125,1.2339687054921165,-1.0413805924616935
0.0,0.0,0.0,0.0
4151.761773496529,-2437.3236743113275,0.553375691529381,0.29636000571559606
0.0,0.0,0.0,0.0
4151.778276080725,-2437.4275673044913,0.24364378433841227,0.49698116904290524
4151.736719293352,-2437.5393971728313,-0.10633143014744964,0.06343586583944483
0.0,0.0,0.0,0.0
4151.71243307196,-2437.1877936537976,-0.3736752636624616,1.389991026799705
0.0,0.0,0.0,0.0
4151.799323118345,-2437.4334279008776,-0.09830823871575975,0.8799902601027307
4151.712680544765,-2437.553570281839,-0.3417165545594393,0.04086859911185936
0.0,0.0,0.0,0.0
4151.671946957696,-2437.4396218757756,-0.627000130163173,0.12339735604093363
4152.063125796478,-2437.641497611396,1.0183842978991422,-0.7442595012818922
0.0,0.0,0.0,0.0
4151.563965008286,-2437.5200195955113,0.0,0.0
4139.571781326859,-2437.4802246216786,0.0,0.0
0.0,0.0,0.0,0.0
4111.912191336877,-2437.5608882479055,-306.3981557599504,-0.8935485421789068
0.0,0.0,0.0,0.0
4083.351590400793,-2437.095606270276,-565.9202942395848,2.04220440412959
4053.875510987652,-2435.2527292173045,-797.3005824196547,12.86186730062078
0.0,0.0,0.0,0.0
4023.679790233271,-2433.8527133841203,-992.0605960403054,23.567726398778866
0.0,0.0,0.0,0.0
3994.9119277124782,-2432.898902017655,-1143.8333699121154,31.285895427772147
3968.762918878658,-2432.081734422022,-1267.0344354202985,36.94228050462108
0.0,0.0,0.0,0.0
3940.5622355599394,-2430.5952548834093,-1365.8785085318323,43.751638605729596
0.0,0.0,0.0,0.0
3915.871813613777,-2430.2973408914672,-1439.4503085629717,45.7424536322092
0.0,0.0,0.0,0.0
3890.478872671066,-2429.7228795285655,-1496.212889174124,46.33320387394503
